%ELEMENTS4.DAT  data file for parallelograms.
% Input-file of parallelograms for mesh shown in Fig. 7 of the paper 
% "Matlab-Implementation of the Finite Element Method in Elasticity" by
% J. Alberty, C. Carstensen, S. A. Funken, and R. Klose.
%
%   1-node  /  2-node  /  3-node  /  4-node
% 
533  409  115  410
411  533  410   37
 32  358  534  405
358  101  412  534
534  412  147  413
405  534  413  114
101  356  535  412
356   14  368  535
535  368  106  414
412  535  414  147
147  414  536  416
414  106  375  536
536  375   35  415
416  536  415  117
114  413  537  407
413  147  416  537
537  416  117  417
407  537  417   44
 44  417  538  420
417  117  418  538
538  418  148  419
420  538  419  119
117  415  539  418
415   35  396  539
539  396  113  421
418  539  421  148
148  421  540  423
421  113  401  540
540  401    9  422
423  540  422  118
119  419  541  425
419  148  423  541
541  423  118  424
425  541  424   36
 37  410  542  428
410  115  426  542
542  426  149  427
428  542  427  121
115  408  543  426
408   44  420  543
543  420  119  429
426  543  429  149
149  429  544  431
429  119  425  544
544  425   36  430
431  544  430  120
121  427  545  433
427  149  431  545
545  431  120  432
433  545  432    8
  6  264  546  436
264   76  434  546
546  434  150  435
436  546  435  124
 76  263  547  434
263   24  437  547
547  437  122  438
434  547  438  150
150  438  548  441
438  122  439  548
548  439   45  440
441  548  440  123
124  435  549  443
435  150  441  549
549  441  123  442
443  549  442   39
 24  258  550  437
258   75  444  550
550  444  151  445
437  550  445  122
 75  257  551  444
257   15  404  551
551  404  116  446
444  551  446  151
151  446  552  448
446  116  411  552
552  411   37  447
448  552  447  125
122  445  553  439
445  151  448  553
553  448  125  449
439  553  449   45
 45  449  554  452
449  125  450  554
554  450  152  451
452  554  451  127
125  447  555  450
447   37  428  555
555  428  121  453
450  555  453  152
152  453  556  455
453  121  433  556
556  433    8  454
455  556  454  126
127  451  557  457
451  152  455  557
557  455  126  456
457  557  456   38
 39  442  558  460
442  123  458  558
558  458  153  459
460  558  459  129
123  440  559  458
440   45  452  559
559  452  127  461
458  559  461  153
153  461  560  463
461  127  457  560
560  457   38  462
463  560  462  128
129  459  561  465
459  153  463  561
561  463  128  464
465  561  464    7
